probe_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome,Genes
1051262,CUST_15337_PI416261804,6594,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide 18kDa,6634.0,22,SNRPD3 SNRPD3 
1051261,A_23_P132216,6594,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide 18kDa,6634.0,22,SNRPD3 SNRPD3 SNRPD3 
1051260,CUST_15330_PI416261804,6595,SNRPE,small nuclear ribonucleoprotein polypeptide E,6635.0,1,SNRPE 
1051259,A_23_P126291,6595,SNRPE,small nuclear ribonucleoprotein polypeptide E,6635.0,1,SNRPE 
1051258,A_23_P117068,6596,SNRPF,small nuclear ribonucleoprotein polypeptide F,6636.0,12,SNRPF 
1051257,A_24_P504405,6596,SNRPF,small nuclear ribonucleoprotein polypeptide F,6636.0,12,SNRPF 
1051256,A_23_P102235,6597,SNRPG,small nuclear ribonucleoprotein polypeptide G,6637.0,2,SNRPG 
1051253,CUST_597_PI416408490,6600,SNTA1,"syntrophin, alpha 1",6640.0,20,SNTA1 
1051252,A_24_P322709,6600,SNTA1,"syntrophin, alpha 1",6640.0,20,SNTA1 
1051251,A_23_P57227,6600,SNTA1,"syntrophin, alpha 1",6640.0,20,SNTA1 
1051248,A_23_P95029,6601,SNTB1,"syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)",6641.0,8,SNTB1 
1051247,CUST_2316_PI416261804,6603,SNX2,sorting nexin 2,6643.0,5,SNX2 SNX2 
1051246,A_23_P7697,6603,SNX2,sorting nexin 2,6643.0,5,SNX2 SNX2 
1051245,A_23_P63319,6606,SOAT1,sterol O-acyltransferase 1,6646.0,1,SOAT1 SOAT1 SOAT1 SOAT1 
1051244,A_24_P216654,6606,SOAT1,sterol O-acyltransferase 1,6646.0,1,SOAT1 SOAT1 SOAT1 SOAT1 
1051243,A_24_P151464,6607,SOD1,"superoxide dismutase 1, soluble",6647.0,21,SOD1 
1051242,A_23_P154840,6607,SOD1,"superoxide dismutase 1, soluble",6647.0,21,SOD1 
1051241,CUST_16328_PI416261804,6609,SOD3,"superoxide dismutase 3, extracellular",6649.0,4,SOD3 
1051240,A_23_P254741,6609,SOD3,"superoxide dismutase 3, extracellular",6649.0,4,SOD3 
1051238,A_24_P282210,6610,SOLH,small optic lobes homolog (Drosophila),6650.0,16,CAPN15 
1051237,A_32_P89691,6612,SORD,sorbitol dehydrogenase,6652.0,15,SORD SORD 
1051236,A_23_P77103,6612,SORD,sorbitol dehydrogenase,6652.0,15,SORD SORD 
1051235,A_32_P127153,6612,SORD,sorbitol dehydrogenase,6652.0,15,SORD SORD 
1051234,CUST_602_PI416408490,6613,SORL1,"sortilin-related receptor, L(DLR class) A repeats containing",6653.0,11,SORL1 
1051233,CUST_16254_PI416261804,6613,SORL1,"sortilin-related receptor, L(DLR class) A repeats containing",6653.0,11,SORL1 
1051232,A_23_P87049,6613,SORL1,"sortilin-related receptor, L(DLR class) A repeats containing",6653.0,11,SORL1 
1051231,CUST_14697_PI416261804,6614,SOS1,son of sevenless homolog 1 (Drosophila),6654.0,2,SOS1 
1051230,A_23_P343808,6614,SOS1,son of sevenless homolog 1 (Drosophila),6654.0,2,SOS1 
1051229,A_23_P117546,6615,SOS2,son of sevenless homolog 2 (Drosophila),6655.0,14,SOS2 
1051228,CUST_9270_PI416261804,6615,SOS2,son of sevenless homolog 2 (Drosophila),6655.0,14,SOS2 
1051712,A_32_P59486,6356,SDHD,"succinate dehydrogenase complex, subunit D, integral membrane protein",6392.0,11,SDHD SDHD SDHD SDHD SDHD 
1051711,A_32_P60185,6356,SDHD,"succinate dehydrogenase complex, subunit D, integral membrane protein",6392.0,11,SDHD SDHD SDHD SDHD SDHD 
1051710,A_32_P155631,6356,SDHD,"succinate dehydrogenase complex, subunit D, integral membrane protein",6392.0,11,SDHD SDHD SDHD SDHD SDHD 
1051708,A_24_P418780,6356,SDHD,"succinate dehydrogenase complex, subunit D, integral membrane protein",6392.0,11,CNOT4
1051707,A_24_P335656,6362,SECTM1,secreted and transmembrane 1,6398.0,17,SECTM1 
1051705,A_24_P48204,6362,SECTM1,secreted and transmembrane 1,6398.0,17,SECTM1 
1051227,A_24_P112803,6616,SOX1,SRY (sex determining region Y)-box 1,6656.0,13,SOX1 
1051226,A_23_P434416,6616,SOX1,SRY (sex determining region Y)-box 1,6656.0,13,SOX1 
1051225,A_24_P379969,6617,SOX2,SRY (sex determining region Y)-box 2,6657.0,3,SOX2 
1051224,A_23_P401055,6617,SOX2,SRY (sex determining region Y)-box 2,6657.0,3,SOX2 
1051223,A_24_P113725,6618,SOX3,SRY (sex determining region Y)-box 3,6658.0,X,SOX3 
1051222,A_23_P85218,6618,SOX3,SRY (sex determining region Y)-box 3,6658.0,X,SOX3 
1051221,A_23_P82169,6619,SOX4,SRY (sex determining region Y)-box 4,6659.0,6,SOX4 
1051219,A_24_P911676,6619,SOX4,SRY (sex determining region Y)-box 4,6659.0,6,SOX4 
1051217,A_23_P26847,6622,SOX9,SRY (sex determining region Y)-box 9,6662.0,17,SOX9 
1051216,A_23_P143694,6623,SOX10,SRY (sex determining region Y)-box 10,6663.0,22,SOX10 
1051215,A_24_P108784,6623,SOX10,SRY (sex determining region Y)-box 10,6663.0,22,SOX10 
1051214,A_23_P22378,6624,SOX11,SRY (sex determining region Y)-box 11,6664.0,2,SOX11 
1051212,A_24_P302584,6624,SOX11,SRY (sex determining region Y)-box 11,6664.0,2,SOX11 
1051211,A_23_P164011,6625,SOX15,SRY (sex determining region Y)-box 15,6665.0,17,SOX15 
1051210,CUST_4998_PI416261804,6625,SOX15,SRY (sex determining region Y)-box 15,6665.0,17,SOX15 
1051209,CUST_2001_PI416261804,6626,SOX12,SRY (sex determining region Y)-box 12,6666.0,20,SOX12 
1051208,A_24_P156267,6626,SOX12,SRY (sex determining region Y)-box 12,6666.0,20,SOX12 
1051207,A_23_P53397,6627,SP1,Sp1 transcription factor,6667.0,12,SP1 SP1 SP1 
1051206,A_23_P366312,6627,SP1,Sp1 transcription factor,6667.0,12,SP1 SP1 SP1 
1051205,CUST_10527_PI416261804,6628,SP2,Sp2 transcription factor,6668.0,17,SP2 
1051204,A_23_P381449,6628,SP2,Sp2 transcription factor,6668.0,17,SP2 
1051203,A_24_P58283,6630,SP3,Sp3 transcription factor,6670.0,2,SP3 
1051202,CUST_6380_PI416261804,6631,SP4,Sp4 transcription factor,6671.0,7,SP4 
1051201,A_23_P71064,6631,SP4,Sp4 transcription factor,6671.0,7,SP4 
1051200,A_23_P349928,6632,SP100,SP100 nuclear antigen,6672.0,2,SP100 
1051199,A_23_P160460,6635,UAP1,UDP-N-acteylglucosamine pyrophosphorylase 1,6675.0,1,UAP1 
1051196,A_23_P132027,6636,SPAG4,sperm associated antigen 4,6676.0,20,SPAG4 
1051192,A_23_P7642,6638,SPARC,"secreted protein, acidic, cysteine-rich (osteonectin)",6678.0,5,SPARC 
1051191,A_24_P5305,6647,SPG7,spastic paraplegia 7 (pure and complicated autosomal recessive),6687.0,16,SPG7 
1051190,A_23_P433990,6647,SPG7,spastic paraplegia 7 (pure and complicated autosomal recessive),6687.0,16,SPG7 
1051189,A_23_P3627,6647,SPG7,spastic paraplegia 7 (pure and complicated autosomal recessive),6687.0,16,SPG7 
1051188,A_23_P27668,6649,SPIB,Spi-B transcription factor (Spi-1/PU.1 related),6689.0,19,SPIB SPIB SPIB 
1051184,CUST_4717_PI416261804,6651,SPINK2,"serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)",6691.0,4,SPINK2 SPINK2 SPINK2 SPINK2 SPINK2 SPINK2 SPINK2 
1051183,A_23_P155688,6651,SPINK2,"serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)",6691.0,4,SPINK2 SPINK2 SPINK2 SPINK2 SPINK2 SPINK2 SPINK2 SPINK2 SPINK2 
1051179,A_24_P354689,6655,SPOCK1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1",6695.0,5,SPOCK1 
1051178,CUST_16966_PI416261804,6656,SPP1,secreted phosphoprotein 1,6696.0,4,SPP1 SPP1 SPP1 SPP1 SPP1 
1051177,A_23_P7313,6656,SPP1,secreted phosphoprotein 1,6696.0,4,SPP1 SPP1 SPP1 SPP1 SPP1 
1051176,CUST_16492_PI416261804,6657,SPR,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)",6697.0,2,SPR 
1051175,A_23_P68211,6657,SPR,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)",6697.0,2,SPR 
1051174,A_23_P348208,6658,SPRR1A,small proline-rich protein 1A,6698.0,1,SPRR1A SPRR1A 
1051165,CUST_15138_PI416261804,6669,SPTAN1,"spectrin, alpha, non-erythrocytic 1",6709.0,9,SPTAN1 SPTAN1 SPTAN1 
1051164,A_23_P20832,6669,SPTAN1,"spectrin, alpha, non-erythrocytic 1",6709.0,9,SPTAN1 SPTAN1 SPTAN1 
1051163,A_23_P102523,6671,SPTBN1,"spectrin, beta, non-erythrocytic 1",6711.0,2,SPTBN1 
1051162,CUST_15540_PI416261804,6672,SPTBN2,"spectrin, beta, non-erythrocytic 2",6712.0,11,SPTBN2 
1051161,A_23_P98282,6672,SPTBN2,"spectrin, beta, non-erythrocytic 2",6712.0,11,SPTBN2 
1051160,CUST_7835_PI416261804,6673,SQLE,squalene epoxidase,6713.0,8,SQLE 
1051159,A_23_P146284,6673,SQLE,squalene epoxidase,6713.0,8,SQLE 
1051154,CUST_12735_PI416261804,6681,SREBF2,sterol regulatory element binding transcription factor 2,6721.0,22,SREBF2 SREBF2 
1051153,A_23_P419602,6681,SREBF2,sterol regulatory element binding transcription factor 2,6721.0,22,SREBF2 SREBF2 
1051152,A_23_P111020,6682,SRF,serum response factor (c-fos serum response element-binding transcription factor),6722.0,6,SRF 
1051151,A_24_P337657,6682,SRF,serum response factor (c-fos serum response element-binding transcription factor),6722.0,6,SRF 
1051150,A_24_P346277,6682,SRF,serum response factor (c-fos serum response element-binding transcription factor),6722.0,6,SRF 
1051149,CUST_7644_PI416261804,6683,SRM,spermidine synthase,6723.0,1,SRM 
1051148,A_23_P74269,6683,SRM,spermidine synthase,6723.0,1,SRM 
1051145,CUST_6957_PI416261804,6687,SRP14,signal recognition particle 14kDa (homologous Alu RNA binding protein),6727.0,15,SRP14 
1051144,A_23_P14876,6687,SRP14,signal recognition particle 14kDa (homologous Alu RNA binding protein),6727.0,15,SRP14 SRP14 
1051143,A_24_P388810,6688,SRP19,signal recognition particle 19kDa,6728.0,5,SRP19 SRP19 SRP19 SRP19 
1051142,A_23_P81612,6688,SRP19,signal recognition particle 19kDa,6728.0,5,SRP19 SRP19 SRP19 SRP19 
1051141,A_23_P118353,6690,SRP68,signal recognition particle 68kDa,6730.0,17,SRP68 SRP68 SRP68 SRP68 
1051139,A_32_P174713,6691,SRP72,signal recognition particle 72kDa,6731.0,4,SRP72 
1051138,A_23_P337201,6691,SRP72,signal recognition particle 72kDa,6731.0,4,SRP72 SRP72 
1051137,CUST_12255_PI416261804,6692,SRPK1,SRSF protein kinase 1,6732.0,6,SRPK1 SRPK1 
1051136,A_23_P19543,6692,SRPK1,SRSF protein kinase 1,6732.0,6,SRPK1 SRPK1 
1051135,A_23_P86943,6694,SRPR,signal recognition particle receptor (docking protein),6734.0,11,SRPR SRPR 
1051134,A_24_P321369,6694,SRPR,signal recognition particle receptor (docking protein),6734.0,11,SRPR SRPR 
1051131,CUST_15957_PI416261804,6697,TRIM21,tripartite motif containing 21,6737.0,11,TRIM21 
1051127,CUST_14601_PI416261804,6701,SSB,Sjogren syndrome antigen B (autoantigen La),6741.0,2,SSB 
1051126,CUST_3204_PI416261804,6701,SSB,Sjogren syndrome antigen B (autoantigen La),6741.0,2,SSB 
1051125,A_23_P154025,6701,SSB,Sjogren syndrome antigen B (autoantigen La),6741.0,2,SSB 
1051124,CUST_15014_PI416261804,6702,SSBP1,"single-stranded DNA binding protein 1, mitochondrial",6742.0,7,SSBP1 SSBP1 SSBP1 SSBP1 SSBP1 SSBP1 
1051123,A_23_P31536,6702,SSBP1,"single-stranded DNA binding protein 1, mitochondrial",6742.0,7,SSBP1 SSBP1 SSBP1 SSBP1 SSBP1 SSBP1 
1051122,A_24_P544882,6705,SSR1,"signal sequence receptor, alpha",6745.0,6,SSR1 
1051120,A_32_P89755,6705,SSR1,"signal sequence receptor, alpha",6745.0,6,SSR1 
1051116,A_24_P282578,6706,SSR2,"signal sequence receptor, beta (translocon-associated protein beta)",6746.0,1,SSR2 
1051114,A_23_P126474,6706,SSR2,"signal sequence receptor, beta (translocon-associated protein beta)",6746.0,1,SSR2 
1051113,A_23_P155229,6707,SSR3,"signal sequence receptor, gamma (translocon-associated protein gamma)",6747.0,3,SSR3 
1051111,A_24_P319942,6707,SSR3,"signal sequence receptor, gamma (translocon-associated protein gamma)",6747.0,3,SSR3 
1051109,A_23_P259172,6708,SSR4,"signal sequence receptor, delta",6748.0,X,SSR4 SSR4 SSR4 SSR4 
1051108,CUST_10221_PI416261804,6709,SSRP1,structure specific recognition protein 1,6749.0,11,SSRP1 
1051107,A_23_P36076,6709,SSRP1,structure specific recognition protein 1,6749.0,11,SSRP1 
1051105,A_24_P244706,6711,SSTR1,somatostatin receptor 1,6751.0,14,SSTR1 
1051104,A_23_P318800,6712,SSTR2,somatostatin receptor 2,6752.0,17,SSTR2 
1051103,A_23_P38630,6712,SSTR2,somatostatin receptor 2,6752.0,17,SSTR2 
1051102,CUST_12075_PI416261804,6713,SSTR3,somatostatin receptor 3,6753.0,22,SSTR3 
1051101,A_23_P68910,6713,SSTR3,somatostatin receptor 3,6753.0,22,SSTR3 SSTR3 
1051100,CUST_9787_PI416261804,6714,SSTR4,somatostatin receptor 4,6754.0,20,SSTR4 
1051098,A_23_P77545,6715,SSTR5,somatostatin receptor 5,6755.0,16,SSTR5 SSTR5 
1051095,A_23_P84359,6718,SSX5,"synovial sarcoma, X breakpoint 5",6758.0,X,SSX5 SSX5 
1051094,CUST_239_PI416261804,6724,ST5,suppression of tumorigenicity 5,6764.0,11,ST5 ST5 ST5 
1051093,A_23_P24884,6724,ST5,suppression of tumorigenicity 5,6764.0,11,ST5 ST5 ST5 
1051092,CUST_2497_PI416261804,6727,ST13,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein),6767.0,22,ST13 
1051091,A_32_P156892,6727,ST13,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein),6767.0,22,ST13 ST13 
1051090,A_24_P100266,6727,ST13,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein),6767.0,22,ST13 ST13 
1051089,A_32_P50431,6727,ST13,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein),6767.0,22,ST13 ST13 
1051088,CUST_14329_PI416261804,6728,ST14,suppression of tumorigenicity 14 (colon carcinoma),6768.0,11,ST14 
1051087,A_23_P47282,6728,ST14,suppression of tumorigenicity 14 (colon carcinoma),6768.0,11,ST14 
1051084,CUST_14720_PI416261804,6730,STAR,steroidogenic acute regulatory protein,6770.0,8,STAR 
1051083,CUST_16759_PI416261804,6732,STAT1,"signal transducer and activator of transcription 1, 91kDa",6772.0,2,STAT1 STAT1 
1051082,A_24_P274270,6732,STAT1,"signal transducer and activator of transcription 1, 91kDa",6772.0,2,STAT1 STAT1 
1051081,A_23_P56630,6732,STAT1,"signal transducer and activator of transcription 1, 91kDa",6772.0,2,STAT1 
1051080,A_23_P76090,6733,STAT2,"signal transducer and activator of transcription 2, 113kDa",6773.0,12,STAT2 STAT2 
1051078,A_23_P305198,6735,STAT4,signal transducer and activator of transcription 4,6775.0,2,STAT4 STAT4 
1051077,A_23_P68031,6735,STAT4,signal transducer and activator of transcription 4,6775.0,2,STAT4 STAT4 
1051075,A_23_P207367,6736,STAT5A,signal transducer and activator of transcription 5A,6776.0,17,STAT5A 
1051074,CUST_15482_PI416261804,6737,STAT5B,signal transducer and activator of transcription 5B,6777.0,17,STAT5B 
1051073,A_23_P100788,6737,STAT5B,signal transducer and activator of transcription 5B,6777.0,17,STAT5B 
1051072,CUST_16876_PI416261804,6738,STAT6,"signal transducer and activator of transcription 6, interleukin-4 induced",6778.0,12,STAT6 STAT6 STAT6 STAT6 STAT6 STAT6 
1051071,A_23_P47879,6738,STAT6,"signal transducer and activator of transcription 6, interleukin-4 induced",6778.0,12,STAT6 STAT6 STAT6 STAT6 STAT6 STAT6 
1051067,A_23_P17606,6742,HSPA13,"heat shock protein 70kDa family, member 13",6782.0,21,HSPA13 
1051066,A_24_P134392,6742,HSPA13,"heat shock protein 70kDa family, member 13",6782.0,21,HSPA13 
1051063,CUST_8656_PI416261804,6745,ELOVL4,ELOVL fatty acid elongase 4,6785.0,6,ELOVL4 
1051062,A_23_P82065,6745,ELOVL4,ELOVL fatty acid elongase 4,6785.0,6,ELOVL4 
1051060,A_23_P53162,6746,STIM1,stromal interaction molecule 1,6786.0,11,STIM1 STIM1 STIM1 
1051059,A_23_P121276,6747,NEK4,NIMA (never in mitosis gene a)-related kinase 4,6787.0,3,NEK4 NEK4 
1051058,A_24_P80338,6747,NEK4,NIMA (never in mitosis gene a)-related kinase 4,6787.0,3,NEK4 NEK4 
1051057,CUST_14809_PI416261804,6748,AP003355.2,serine/threonine kinase 3,6788.0,8,STK3 STK3 STK3 
1051056,A_23_P215963,6748,AP003355.2,serine/threonine kinase 3,6788.0,8,STK3 STK3 STK3 
1051055,A_24_P94054,6749,STK4,serine/threonine kinase 4,6789.0,20,STK4 
1051054,A_23_P143199,6749,STK4,serine/threonine kinase 4,6789.0,20,STK4 
1051052,CUST_14235_PI416261804,6753,STK10,serine/threonine kinase 10,6793.0,5,STK10 
1051051,A_24_P46417,6753,STK10,serine/threonine kinase 10,6793.0,5,STK10 
1051050,A_24_P159866,6754,STK11,serine/threonine kinase 11,6794.0,19,STK11 
1051049,A_23_P16483,6754,STK11,serine/threonine kinase 11,6794.0,19,STK11 
1051048,CUST_10895_PI416261804,6755,AURKC,aurora kinase C,6795.0,19,AURKC AURKC AURKC 
1051047,A_23_P50232,6755,AURKC,aurora kinase C,6795.0,19,AURKC AURKC AURKC 
1051046,A_32_P120863,6761,STRN,"striatin, calmodulin binding protein",6801.0,2,STRN 
1051045,A_23_P165521,6761,STRN,"striatin, calmodulin binding protein",6801.0,2,STRN 
1051043,A_23_P139143,6769,STX3,syntaxin 3,6809.0,11,STX3 STX3 
1051042,A_23_P61646,6770,STX4,syntaxin 4,6810.0,16,STX4 STX4 STX4 
1051041,A_23_P256375,6770,STX4,syntaxin 4,6810.0,16,STX4 STX4 STX4 
1051040,A_23_P135310,6772,STXBP1,syntaxin binding protein 1,6812.0,9,STXBP1 STXBP1 
1051039,CUST_614_PI416408490,6772,STXBP1,syntaxin binding protein 1,6812.0,9,STXBP1 STXBP1 
1051037,CUST_11243_PI416261804,6774,STXBP3,syntaxin binding protein 3,6814.0,1,STXBP3 
1051036,A_23_P51996,6774,STXBP3,syntaxin binding protein 3,6814.0,1,STXBP3 
1051033,A_23_P163942,6787,SUPT4H1,suppressor of Ty 4 homolog 1 (S. cerevisiae),6827.0,17,SUPT4H1 SUPT4H1 
1051032,A_24_P1910,6787,SUPT4H1,suppressor of Ty 4 homolog 1 (S. cerevisiae),6827.0,17,SUPT4H1 SUPT4H1 
1051031,A_24_P126873,6790,SUPT6H,suppressor of Ty 6 homolog (S. cerevisiae),6830.0,17,SUPT6H 
1051030,A_23_P141479,6790,SUPT6H,suppressor of Ty 6 homolog (S. cerevisiae),6830.0,17,SUPT6H 
1051029,CUST_12218_PI416261804,6792,SUPV3L1,"suppressor of var1, 3-like 1 (S. cerevisiae)",6832.0,10,SUPV3L1 
1051028,A_23_P63847,6792,SUPV3L1,"suppressor of var1, 3-like 1 (S. cerevisiae)",6832.0,10,SUPV3L1 
1051027,CUST_16227_PI416261804,6793,ABCC8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",6833.0,11,ABCC8 
1051026,A_23_P24774,6793,ABCC8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",6833.0,11,ABCC8 
1051025,CUST_16780_PI416261804,6794,SURF1,surfeit 1,6834.0,9,SURF1 SURF1 
1051024,A_23_P20648,6794,SURF1,surfeit 1,6834.0,9,SURF1 SURF1 
1051023,CUST_13536_PI416261804,6795,SURF2,surfeit 2,6835.0,9,SURF2 SURF2 
1051022,A_23_P146479,6795,SURF2,surfeit 2,6835.0,9,SURF2 SURF2 
1051021,A_23_P32052,6796,SURF4,surfeit 4,6836.0,9,SURF4 SURF4 SURF4 SURF4 SURF4 SURF4 SURF4 
1051020,A_24_P89971,6796,SURF4,surfeit 4,6836.0,9,SURF4 SURF4 SURF4 SURF4 SURF4 SURF4 SURF4 
1051019,A_23_P216739,6798,SURF6,surfeit 6,6838.0,9,SURF6 SURF6 SURF6 
1051018,A_24_P21447,6798,SURF6,surfeit 6,6838.0,9,SURF6 SURF6 SURF6 
1051016,A_23_P422193,6799,SUV39H1,suppressor of variegation 3-9 homolog 1 (Drosophila),6839.0,X,SUV39H1 SUV39H1 
1051015,A_24_P313576,6804,VAMP2,vesicle-associated membrane protein 2 (synaptobrevin 2),6844.0,17,VAMP2 
1051014,A_23_P164341,6804,VAMP2,vesicle-associated membrane protein 2 (synaptobrevin 2),6844.0,17,VAMP2 
1051011,A_23_P722,6807,SYCP1,synaptonemal complex protein 1,6847.0,1,SYCP1 SYCP1 SYCP1 SYCP1 
1051010,CUST_620_PI416408490,6814,SYN2,synapsin II,6854.0,3,SYN2 
1051454,A_23_P69206,6497,SLC6A6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",6533.0,3,SLC6A6 SLC6A6 SLC6A6 
1051453,CUST_16096_PI416261804,6497,SLC6A6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",6533.0,3,SLC6A6 SLC6A6 SLC6A6 SLC6A6 
1051452,A_24_P54670,6497,SLC6A6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",6533.0,3,SLC6A6 SLC6A6 SLC6A6 
1051451,A_24_P46093,6497,SLC6A6,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",6533.0,3,SLC6A6 SLC6A6 SLC6A6 
1051449,CUST_1075_PI416261804,6498,SLC6A7,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7",6534.0,5,SLC6A7 
1051448,A_23_P343766,6498,SLC6A7,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7",6534.0,5,SLC6A7 
1051447,A_24_P23400,6499,SLC6A8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",6535.0,X,SLC6A8 SLC6A8 SLC6A8 
1051446,A_23_P159937,6499,SLC6A8,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",6535.0,X,SLC6A8 SLC6A8 SLC6A8 
1051445,CUST_584_PI416408490,6502,SLC6A11,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11",6538.0,3,SLC6A11 
1051443,A_23_P418562,6502,SLC6A11,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11",6538.0,3,SLC6A11 
1051442,CUST_586_PI416408490,6504,SLC6A13,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13",6540.0,12,SLC6A13 SLC6A13 
1051441,CUST_9803_PI416261804,6504,SLC6A13,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13",6540.0,12,SLC6A13 SLC6A13 
1051440,A_23_P64980,6504,SLC6A13,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13",6540.0,12,SLC6A13 SLC6A13 
1051438,A_24_P253251,6505,SLC7A1,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",6541.0,13,SLC7A1 
1051435,CUST_6141_PI416261804,6509,SLC7A4,"solute carrier family 7 (orphan transporter), member 4",6545.0,22,SLC7A4 
1051434,A_23_P120794,6509,SLC7A4,"solute carrier family 7 (orphan transporter), member 4",6545.0,22,SLC7A4 
1051433,A_32_P147078,6510,SLC8A1,"solute carrier family 8 (sodium/calcium exchanger), member 1",6546.0,2,SLC8A1 SLC8A1 SLC8A1 SLC8A1 SLC8A1 
1051432,A_24_P136866,6510,SLC8A1,"solute carrier family 8 (sodium/calcium exchanger), member 1",6546.0,2,SLC8A1 SLC8A1 SLC8A1 SLC8A1 SLC8A1 
1051431,A_32_P110372,6510,SLC8A1,"solute carrier family 8 (sodium/calcium exchanger), member 1",6546.0,2,SLC8A1 SLC8A1 SLC8A1 SLC8A1 SLC8A1 
1051429,A_24_P71373,6512,SLC9A1,"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1",6548.0,1,SLC9A1 SLC9A1 
1051427,A_23_P5536,6513,SLC9A2,"solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2",6549.0,2,SLC9A2 
1051425,CUST_5353_PI416261804,6517,SLC9A5,"solute carrier family 9, subfamily A (NHE5, cation proton antiporter 5), member 5",6553.0,16,SLC9A5 
1051424,A_23_P129433,6517,SLC9A5,"solute carrier family 9, subfamily A (NHE5, cation proton antiporter 5), member 5",6553.0,16,SLC9A5 
1051420,A_23_P140009,6519,SLC10A2,"solute carrier family 10 (sodium/bile acid cotransporter family), member 2",6555.0,13,SLC10A2 
1051419,A_24_P76831,6520,SLC11A1,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",6556.0,2,SLC11A1 
1051418,A_24_P88690,6520,SLC11A1,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",6556.0,2,SLC11A1 
1051417,A_23_P39665,6520,SLC11A1,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",6556.0,2,SLC11A1 
1051415,A_23_P99879,6521,SLC12A1,"solute carrier family 12 (sodium/potassium/chloride transporters), member 1",6557.0,15,SLC12A1 SLC12A1 
1051414,CUST_49_PI416408490,6522,SLC12A2,"solute carrier family 12 (sodium/potassium/chloride transporters), member 2",6558.0,5,SLC12A2 SLC12A2 
1051413,A_23_P133606,6522,SLC12A2,"solute carrier family 12 (sodium/potassium/chloride transporters), member 2",6558.0,5,SLC12A2 SLC12A2 SLC12A2 
1051411,A_32_P25437,6522,SLC12A2,"solute carrier family 12 (sodium/potassium/chloride transporters), member 2",6558.0,5,SLC12A2 SLC12A2 SLC12A2 
1051406,CUST_12290_PI416261804,6530,SLC16A1,"solute carrier family 16, member 1 (monocarboxylic acid transporter 1)",6566.0,1,SLC16A1 SLC16A1 
1051405,A_23_P126825,6530,SLC16A1,"solute carrier family 16, member 1 (monocarboxylic acid transporter 1)",6566.0,1,SLC16A1 SLC16A1 
1051403,A_23_P137097,6531,SLC16A2,"solute carrier family 16, member 2 (thyroid hormone transporter)",6567.0,X,SLC16A2 
1051399,A_23_P58729,6533,SLC34A1,"solute carrier family 34 (sodium phosphate), member 1",6569.0,5,SLC34A1 
1051009,CUST_10907_PI416261804,6820,SYT4,synaptotagmin IV,6860.0,18,SYT4 
1051008,CUST_639_PI416408490,6820,SYT4,synaptotagmin IV,6860.0,18,SYT4 
1051007,A_23_P208030,6820,SYT4,synaptotagmin IV,6860.0,18,SYT4 
1051005,A_24_P63642,6822,T,"T, brachyury homolog (mouse)",6862.0,6,T T 
1051004,A_23_P215283,6823,TAC1,"tachykinin, precursor 1",6863.0,7,TAC1 
1051003,CUST_15523_PI416261804,6825,TACR2,tachykinin receptor 2,6865.0,10,TACR2 
1051002,CUST_647_PI416408490,6825,TACR2,tachykinin receptor 2,6865.0,10,TACR2 
1051001,A_23_P24135,6825,TACR2,tachykinin receptor 2,6865.0,10,TACR2 
1051000,A_23_P143120,6828,ADAM17,ADAM metallopeptidase domain 17,6868.0,2,ADAM17 
